LON,LAT,VARIABLE,TYPE,NAME,Name_Database,Paper_Database,Code_Proxy,Reference_Proxy,Reference_Proxy_Database
-71.03333333,-31.96666667,natural_proxy,tree_proxy,B14_southamerica_chil002.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Southamerica chil002.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-70.8333,-13.9333,natural_proxy,ice_proxy,GIUB_Quelccaya2013_Accumulation_bwinter,Neukom 2014,https://doi.org/10.1038/nclimate2174,Site name: ALT Composite 1,Soliz et al. (2009),NA
-70.25,-33.78333333,natural_proxy,tree_proxy,B14_southamerica_chil007.rwl,Breitenmoser 2014,https://doi.org/10.5194/cp-10-437-2014,Southamerica chil007.rwl,NA,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=EKF400_Input_Data
-38.08,72.1,natural_proxy,ice_proxy,P2k_Arc-GISP2.Grootes.1997_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-GISP2.Grootes.1997,"Grootes, P.M. et al. 1997",https://doi.org/10.6084/m9.figshare.c.3285353.v2
24.02,79.83,natural_proxy,ice_proxy,P2k_Arc-Austfonna.Isaksson.2005_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Austfonna.Isaksson.2005,"Isaksson, E. et al. 2011",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-37.63,73.94,natural_proxy,ice_proxy,P2k_Arc-NGTB16.Fischer.1998_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-NGTB16.Fischer.1998,"Schwager, M. et al. 2004",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-37.32,71.12,natural_proxy,ice_proxy,P2k_Arc-Crete.Vinther.2010_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Arc-Crete.Vinther.2010,"Vinther, B.M. et al. 2010",https://doi.org/10.6084/m9.figshare.c.3285353.v2
-122.9,50.2,natural_proxy,lake_sediment_proxy,P2k_NAm-GreenLake_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,NAm-GreenLake,"Menounos, B. et al. 0",https://doi.org/10.6084/m9.figshare.c.3285353.v2
170.28,-43.23,natural_proxy,tree_proxy,P2k_Aus-Oroko.Cook.2002_bwinter,PAGES2k,https://doi.org/10.1038/sdata.2017.88,Aus-Oroko.Cook.2002,"Cook, E.R. et al. 2013",https://doi.org/10.6084/m9.figshare.c.3285353.v2
172,-42,natural_proxy,tree_proxy,GIUB_SouthAmerica-Villalba.2012.HABI_bwinter,Neukom 2014,https://doi.org/10.1038/nclimate2174,Site name: Pink Pine NZ,Duncan et al. (2010),NA
